Id,Name,DistrictAssignedId,HasLegacyCP,DistrictId
151785USPU,Camillus Middle School                      ,420101060011,,3630630DUS
151790USPU,West Genesee Middle School                     ,420101060008,,3630630DUS
151795USPU,Bayview Elementary School,,,3630690DUS
151796USPU,Beach Street Middle School                      ,10,,3630690DUS
151797USPU,Manetuck Elementary School,,,3630690DUS
151798USPU,Oquenock Elementary School,,,3630690DUS
151799USPU,Paul J. Bellew Elementary School,,,3630690DUS
151800USPU,Udall Road Middle School                     ,11,,3630690DUS
151806USPU,East Middle School                       ,21,1,3630780DUS
151809USPU,West Middle School                             ,22,1,3630780DUS
151813USPU,MOUNT MARKHAM MIDDLE SCHOOL                       ,,,0
151818USPU,Westbury Middle School                        ,,,3630960DUS
151822USPU,Westhampton Middle School                       ,,,3631020DUS
151823USPU,Westmoreland Middle School             ,,,3631050DUS
151827USPU,"White Plains Middle School, Eastview Campus           ",7,1,3631260DUS
151862USPU,Woodmere Middle School,0006,,3631710DUS
151872USPU,Boyce Thompson School                               ,566,1,3631920DUS
151878USPU,M L K Jr. High Tech & Computer Magnet School,533,,3631920DUS
151880USPU,School 5                                    ,505,,3631920DUS
151883USPU,School 13                                    ,513,,3631920DUS
151887USPU,Scholastic Academy For Academic Excellence       ,518,1,3631920DUS
151888USPU,Eugenio María de Hostos MicroSociety School,519,,3631920DUS
151891USPU,School 23                                         ,523,1,3631920DUS
151899USPU,Cedar Place School                  ,540,1,3631920DUS
151907USPU,Mildred E. Strang Middle School,002,,3631980DUS
151919USPU,Old Brooklyn Community Middle School,BRCM,,7803274DUS
151934USPU,Horizon Science Academy Columbus High                 ,,,7802652DUS
151953USPU,Lighthouse Community School                     ,,1,0
151970USPU,Westpark Community Middle School             ,WECM,,7803274DUS
151976USPU,Phoenix Community Learning Ctr                  ,,,0
152030USPU,Puritas Community Middle School                      ,PUCM,,7803274DUS
152087USPU,Columbus Preparatory Academy                   ,,,0
15214USPU,South Atlanta High School,,1,0
15218USPU,Douglass High School,,1,0
15219USPU,Carver High School,,1,0
152209USPU,Horizon Science Academy Cincinnati,,,7802652DUS
152212USPU,Horizon Science Academy Dayton High                 ,,,7802652DUS
152220USPU,Horizon Science Academy Lorain                 ,,,7802652DUS
152237USPU,Horizon Science Academy-Cleveland High School,,,7802652DUS
152269USPU,Madison Community School,MCCS,,7803274DUS
152273USPU,Horizon Science Academy Toledo High             ,,,7802652DUS
152308USPU,ENTREPRENUERSHIP ACADEMY                          ,,,0
15238USPU,Westside High,111967,,1300420DUS
15239USPU,Central High School,111960,,1300420DUS
15240USPU,Northeast High School,111945,,1300420DUS
152410USPU,Ashland Middle School                          ,AMS,,3904350DUS
15241USPU,Southwest High School,111952,,1300420DUS
152420USPU,Saint John School                      ,,,0
152433USPU,Barberton Middle School,,,3904353DUS
152475USPU,Bexley Middle School                             ,,1,3904362DUS
15247USPU,Richmond Hill High School,,1,0
152488USPU,Brecksville-Broadview Heights Middle School,,,3904364DUS
152498USPU,Edwards Middle School                       ,BREM,,3904366DUS
152503USPU,Visintainer Middle School,BRVM,,3904366DUS
152505USPU,Willetts Middle School,BRWM,,3904366DUS
152579USPU,Hartwell School,133,1,3904375DUS
152587USPU,John P Parker Elementary School,153,1,3904375DUS
152600USPU,Roberts Paideia Academy                         ,365,1,3904375DUS
152602USPU,Roselawn Condon School,176,1,3904375DUS
152605USPU,Sayler Park School,181,1,3904375DUS
152623USPU,Academy of Multilingual Immersion Studies,215,1,3904375DUS
152624USPU,Riverview East Academy,327,1,3904375DUS
152625USPU,Academy of World Languages School,335,1,3904375DUS
152640USPU,Adlai Stevenson (PreK-8)            ,3004,1,3904378DUS
152643USPU,Alfred A Benesch School                ,3195,1,3904378DUS
152644USPU,Almira (K-8)                       ,3012,1,3904378DUS
152645USPU,Andrew J. Rickoff (PreK-8)               ,3016,1,3904378DUS
152646USPU,Anton Grdina (PreK-8)                  ,3021,1,3904378DUS
152647USPU,Artemus Ward (PreK-8)                ,3023,1,3904378DUS
152649USPU,Benjamin Franklin (PreK-8)             ,6036,1,3904378DUS
152650USPU,Bolton (PreK-8)                    ,3041,1,3904378DUS
152653USPU,Buhrer (PreK-8)                       ,3064,1,3904378DUS
152656USPU,Case (PreK-8)                      ,3068,1,3904378DUS
152658USPU,Charles A. Mooney (K-8)              ,4080,1,3904378DUS
152659USPU,Charles Dickens (K-8)             ,3077,1,3904378DUS
152661USPU,Whitney Young (PreK-8),8078,1,3904378DUS
152662USPU,Clara E. Westropp (PreK-8)              ,6090,1,3904378DUS
152663USPU,Clark (K-8)                    ,3088,1,3904378DUS
152666USPU,Daniel E. Morgan (PreK-8),3109,1,3904378DUS
152667USPU,Denison (K-8)                        ,3112,1,3904378DUS
152668USPU,Dike School of the Arts (K-8)                       ,6124,1,3904378DUS
152669USPU,Memorial (PreK-8)           ,3027,1,3904378DUS
152670USPU,East Clark (K-8),3148,1,3904378DUS
152673USPU,Euclid Park (K-8),3168,1,3904378DUS
152675USPU,Franklin D. Roosevelt Academy (PreK-8)               ,4172,1,3904378DUS
152676USPU,Albert Bushnell Hart School (K-8),8184,1,3904378DUS
152678USPU,George Washington Carver STEM,3198,1,3904378DUS
152680USPU,Halle School (PreK-8)               ,8224,1,3904378DUS
152683USPU,Harvey Rice (PreK-8)                    ,3240,1,3904378DUS
152685USPU,Iowa-Maple (PreK-8)                      ,3270,1,3904378DUS
152688USPU,Kenneth W. Clement Boys' Leadership Academy,6297,1,3904378DUS
152690USPU,Luis Munoz Marin (K-8)                    ,4328,1,3904378DUS
152691USPU,Louis Agassiz (K-8)            ,3338,1,3904378DUS
152694USPU,Marion Champlin Seltzer (K-8)             ,3353,1,3904378DUS
152695USPU,Marion-Sterling (PreK-8)        ,3354,1,3904378DUS
152696USPU,Mary B. Martin (K-8)                 ,4347,1,3904378DUS
152697USPU,Mary M. Bethune (PreK-8)               ,3350,1,3904378DUS
152699USPU,Miles (PreK-8)                         ,3368,1,3904378DUS
152700USPU,Miles Park (PreK-8)                    ,3372,1,3904378DUS
152701USPU,Michael R. White (K-8)                    ,3376,1,3904378DUS
152703USPU,Mound (K-8)                          ,3396,1,3904378DUS
152705USPU,Nathan Hale (K-8)                         ,4411,1,3904378DUS
152706USPU,Newton D. Baker School of Arts (PreK-8),6415,1,3904378DUS
152707USPU,Oliver Hazard Perry (PreK-8),3428,1,3904378DUS
152708USPU,Orchard (PreK-8),6436,1,3904378DUS
152709USPU,Patrick Henry (PreK-8)             ,4448,1,3904378DUS
15270USPU,Alfred Ely Beach High School,,1,0
152710USPU,Paul L. Dunbar (PreK-8)                 ,3451,1,3904378DUS
152712USPU,Riverside (K-8)                ,3485,1,3904378DUS
152714USPU,Robert H. Jamison (PreK-8) ,6482,1,3904378DUS
152715USPU,Robinson G. Jones (PreK-8),6487,1,3904378DUS
152716USPU,Scranton (K-8)                     ,3500,1,3904378DUS
152718USPU,Sunbeam (K-8)                       ,3532,1,3904378DUS
152719USPU,TJnewcomers        ,4536,1,3904378DUS
152720USPU,Tremont Montessori (PreK-8)                       ,3544,1,3904378DUS
152722USPU,Valley View Boys' Leadership Academy,3550,1,3904378DUS
152723USPU,Wade Park (PreK-8)                ,3556,1,3904378DUS
152724USPU,Walton (K-8)                ,3560,1,3904378DUS
152726USPU,Waverly (PreK-8)                       ,3596,1,3904378DUS
152727USPU,Joseph M. Gallagher (PreK-8)                      ,4279,1,3904378DUS
152728USPU,Whitney M. Young High School (9-12),4615,1,3904378DUS
152729USPU,Wilbur Wright (PreK-8)                  ,4616,1,3904378DUS
152730USPU,William Cullen Bryant (K-8)            ,3622,1,3904378DUS
152732USPU,Willow (K-8)                       ,3605,1,3904378DUS
152733USPU,Willson (K-8)                 ,4624,1,3904378DUS
152735USPU,Hannah Gibbons (PreK-8)                 ,3229,1,3904378DUS
152739USPU,Garrett Morgan School of Science,6802,1,3904378DUS
152749USPU,Monticello Middle School                      ,25411,,3904379DUS
152753USPU,Roxboro Middle School                          ,32847,,3904379DUS
152755USPU,Columbus Spanish Immersion,320,1,3904380DUS
152766USPU,Berwick Alternative,332,1,3904380DUS
152770USPU,Buckeye Middle School                            ,114,1,3904380DUS
152774USPU,Champion Middle School,116,1,3904380DUS
152786USPU,Dominion Middle School                          ,140,1,3904380DUS
152790USPU,Linden STEM Academy K-6,525,,3904380DUS
152793USPU,Arts Impact Middle School (AIMS)             ,156,1,3904380DUS
152796USPU,Fairwood Alternative Elementary School            ,432,1,3904380DUS
152801USPU,Hamilton Elementary School,473,1,3904380DUS
152804USPU,Hilltonia Middle School                ,172,1,3904380DUS
152807USPU,Indianola Middle School,491,1,3904380DUS
152809USPU,Johnson Park Middle School              ,188,1,3904380DUS
152813USPU,Lincoln Park Elementary School,519,1,3904380DUS
152817USPU,Livingston STEM K-6                    ,528,1,3904380DUS
152823USPU,Medina Middle School      ,210,1,3904380DUS
152824USPU,Mifflin Alternative Middle School,222,1,3904380DUS
152825USPU,Africentric K-12 MS,374,1,3904380DUS
152826USPU,Moler Elementary School   ,557,1,3904380DUS
152835USPU,Ridgeview Middle School       ,233,1,3904380DUS
152841USPU,Sherwood Middle School ,238,1,3904380DUS
152842USPU,Siebert Elementary School                   ,621,1,3904380DUS
152843USPU,South Mifflin Elementary School,631,1,3904380DUS
152845USPU,Southwood Elementary School                       ,632,1,3904380DUS
152846USPU,Starling Middle School       ,388,1,3904380DUS
152847USPU,Stewart Alternative Elementary School,636,,3904380DUS
152851USPU,Wedgewood Middle School    ,254,1,3904380DUS
152856USPU,Westmoor Middle School                 ,266,1,3904380DUS
152857USPU,Windsor Elementary School,674,1,3904380DUS
152859USPU,Woodward Park Middle School                       ,274,1,3904380DUS
152860USPU,Yorktown Middle School    ,282,1,3904380DUS
152864USPU,Ecole Kenwood Alternative Elementary School       ,504,1,3904380DUS
152872USPU,Africentric Early College HS,44,1,3904380DUS
152876USPU,Literature Based Alternative @ Hubbard Elementary,440,,3904380DUS
15287USPU,North Clayton High School,,,1301230DUS
152886USPU,Bolich Middle School,Bolich Middle,,3904383DUS
15288USPU,Jonesboro High School,,,1301230DUS
152893USPU,Roberts Middle School                            ,Roberts Middle,,3904383DUS
15289USPU,Forest Park High School,,,1301230DUS
15290USPU,Riverdale High School,,,1301230DUS
15291USPU,Morrow High School,,,1301230DUS
15292USPU,Lovejoy High School,,,1301230DUS
152930USPU,Amity Elementary School                         ,,,3904385DUS
15293USPU,Mount Zion High School,,,1301230DUS
152959USPU,Heritage Middle School                            ,HERI,,3904390DUS
15295USPU,Walton High School,511,1,1301290DUS
15296USPU,Osborne High School,507,,1301290DUS
152972USPU,Eastern Heights Middle School      ,10751,,3904394DUS
152978USPU,Northwood Middle School,27979,,3904394DUS
15297USPU,North Cobb High School,505,,1301290DUS
152982USPU,Westwood Middle School                   ,64733,,3904394DUS
15298USPU,Wheeler High School,509,1,1301290DUS
15299USPU,Mceachern High School,501,,1301290DUS
15300USPU,Campbell High School,517,,1301290DUS
153010USPU,Franklin Junior High School,,,3904400DUS
15301USPU,Sprayberry High School,510,,1301290DUS
153024USPU,Galion Middle School                         ,GAMS,,3904402DUS
15302USPU,Pebblebrook High School,506,,1301290DUS
153034USPU,Garfield Heights Middle School               ,1290,,3904404DUS
15303USPU,South Cobb High School,503,,1301290DUS
153045USPU,Grandview Heights Middle School,,,3904407DUS
15304USPU,Lassiter High School,512,,1301290DUS
153051USPU,Winton Woods Middle School                        ,W003,1,3904408DUS
15305USPU,Cobb Horizon High School,525,,1301290DUS
15306USPU,Pope High School,515,,1301290DUS
153076USPU,Hamilton Freshman Academy                     ,HAFS,1,3904410DUS
15307USPU,Harrison High School,516,,1301290DUS
153085USPU,Mccormick Middle School                           ,023473,,3904413DUS
153086USPU,Woodlands Elementary School                       ,064287,,3904413DUS
153102USPU,Stanton Middle School                            ,KEMS,,3904416DUS
153116USPU,Garfield (PreK-8)                    ,3188,1,3904378DUS
153142USPU,Lebanon Junior High                            ,LEJS,,3904421DUS
15315USPU,Cook County High School,,,0
153179USPU,General Johnnie Wilson Middle School            ,,,3904426DUS
153180USPU,Longfellow Middle School                        ,,,3904426DUS
153186USPU,LOVELAND MIDDLE SCHOOL                            ,153186USPU,,3904427DUS
153187USPU,LOVELAND INTERMEDIATE ELEMENTARY SCHOOL           ,153187USPU,,3904427DUS
153194USPU,Mansfield Middle School                        ,,,3904429DUS
153204USPU,Milkovich Middle School                     ,009522,,3904430DUS
153208USPU,Mariemont Junior High School,,1,3904431DUS
153218USPU,Ulysses S. Grant Middle School,351,,3904433DUS
153262USPU,Middletown Middle School                  ,MIVA,1,3904440DUS
15327USPU,Redan High School,567,,1301740DUS
15328USPU,Cedar Grove High School,519,,1301740DUS
15329USPU,Stone Mountain High School,580,,1301740DUS
153305USPU,New Lexington Middle School                   ,,,3904447DUS
15333USPU,Druid Hills High School,533,,1301740DUS
15334USPU,Columbia High School,527,,1301740DUS
153357USPU,Norwood Middle School                         ,NO02,,3904457DUS
15335USPU,Tucker High School,593,,1301740DUS
153361USPU,Harman Elementary School,,,3904458DUS
153362USPU,Smith Elementary School,,,3904458DUS
153364USPU,Oakwood Junior High School                       ,,,3904458DUS
153366USPU,Langston Middle School,,1,3904459DUS
15336USPU,Southwest Dekalb High School,576,,1301740DUS
15337USPU,Lithonia High School,559,,1301740DUS
153383USPU,Greenbriar Middle School                       ,6,,3904463DUS
153385USPU,Hillside Middle School                        ,5,,3904463DUS
15338USPU,Towers High School,585,,1301740DUS
153395USPU,Shiloh Middle School                            ,7,,3904463DUS
15339USPU,Dunwoody High School,535,,1301740DUS
153404USPU,Piqua Junior High School                    ,PQJR,,3904464DUS
15340USPU,Chamblee High School,522,,1301740DUS
153414USPU,Princeton Community Middle School              ,30742,1,3904467DUS
15341USPU,Cross Keys High School,529,,1301740DUS
15342USPU,Clarkston High School,525,,1301740DUS
153431USPU,Rocky River Middle School                       ,,,3904470DUS
15343USPU,Mcnair High School,595,,1301740DUS
